User ID;Month;Macro Reason;Micro Reason;Financial Value (BRL);Cost Center
B921386F;November;general questions;Referral Program;6,39;OPS Driver
054CCAB8;September;payments;Bugs;11,41;Product UX/UI
85891829;December;payments;Others;22,58;OPS Driver
FA4393F8;December;payments;Campaign;28,71;OPS Driver
C56D0AC6;November;bugs;App Crash;8,16;Product UX/UI
BC644C0C;November;onboarding;First Ride Guide;5,67;OPS Driver
37B3E6AA;November;payments;Optimizer miscalculation;50,11;Product UX/UI
3B06FA39;December;payments;Campaign;14,37;OPS Driver
2478EB96;October;onboarding;ID Verification;8,4;OPS Driver
D167C7D7;October;incentives;Bonus Eligibility;1,76;OPS Driver
9CA57F85;July;card;Card Linking;5,78;OPS Driver
9580E819;August;bugs;GPS Glitch;0,62;Product UX/UI
8094696D;December;payments;Campaign;9,75;OPS Driver
4062ABAA;December;payments;Campaign;34,34;OPS Driver
80428D14;November;onboarding;First Ride Guide;4,16;OPS Driver
48E21639;August;bugs;App Crash;7,12;Product UX/UI
AAE1D568;July;others;Miscellaneous;4,89;OPS Driver
4262926D;December;payments;Campaign;159,34;OPS Driver
021FB2DC;September;onboarding;App Download;5,73;OPS Driver
A1EC0663;December;incentives;Bonus Eligibility;8,25;OPS Driver
08E6BA15;November;general questions;Referral Program;2,15;OPS Driver
2855B079;October;payments;Campaign;13,57;OPS Driver
C3841960;December;payments;Car Wash (UAU);65,42;UAU
42ED027F;September;onboarding;App Download;8,1;OPS Driver
68181AD7;December;card;Card Linking;0,38;OPS Driver
5A34B684;November;payments;Campaign;114,1;OPS Driver
1E89D017;November;general questions;App Navigation;8,2;OPS Driver
A11672D8;October;payments;Campaign;52,7;OPS Driver
C469BBBE;July;feedbacks;Suggestion;7,31;OPS Driver
18E184F4;November;others;Miscellaneous;9,25;OPS Driver
BD73C3B2;August;others;Miscellaneous;0,99;OPS Driver
97F12512;November;card;Expired Card;5,49;OPS Driver
DFF386FF;September;onboarding;First Ride Guide;1,07;OPS Driver
C06ABA65;October;payments;Miscalculation of road toll;102,9;Product UX/UI
8C2AC6A5;November;onboarding;App Download;5,74;OPS Driver
671A8DCA;September;onboarding;App Download;8,8;OPS Driver
B68EC30B;December;payments;Campaign;117,45;OPS Driver
7FD42BF0;December;bugs;App Crash;5,6;Product UX/UI
10975CC1;November;general questions;App Navigation;8,12;OPS Driver
C8A12FA7;August;general questions;Referral Program;5,31;OPS Driver
6D6846D6;December;general questions;Referral Program;0,33;OPS Driver
CEACA9E3;October;payments;Miscalculation of road toll;9,17;Product UX/UI
59837042;July;general questions;Referral Program;8,35;OPS Driver
7F80F2E5;July;incentives;Bonus Eligibility;2,01;OPS Driver
8845EBDC;December;feedbacks;Suggestion;6,37;OPS Driver
14F72153;August;incentives;Promo Code Not Working;3,31;OPS Driver
8D97DD01;October;bugs;GPS Glitch;7,9;Product UX/UI
7D867A70;September;payments;Campaign;74,17;OPS Driver
DECEA0D3;December;card;Expired Card;4,56;OPS Driver
CBC2D8A4;November;payments;Campaign;104,29;OPS Driver
2E135210;December;feedbacks;Suggestion;3,57;OPS Driver
E979EA6E;October;incentives;Bonus Eligibility;7,33;OPS Driver
DDDDC6BC;December;payments;Campaign;16,28;OPS Driver
CF2D2E13;September;card;Expired Card;8,92;OPS Driver
90772EF1;December;payments;Campaign;15,77;OPS Driver
F7426286;October;payments;Not Validated PIN;36,24;Product UX/UI
969D9612;December;payments;Campaign;68,41;OPS Driver
ED4B100C;November;payments;Ride with assault (Safety);334,2;OPS Driver
DCEF4A89;October;payments;Campaign;25,9;OPS Driver
080DBC8C;July;others;Miscellaneous;3,53;OPS Driver
6D238285;October;payments;Campaign;109,6;OPS Driver
81D901FC;October;card;Card Linking;0,39;OPS Driver
C0065F75;October;payments;Others;71,32;OPS Driver
0E07BA03;December;payments;Campaign;94,19;OPS Driver
C1ACF7C1;August;bugs;GPS Glitch;5,67;Product UX/UI
59A82826;October;payments;Bugs;99,96;Product UX/UI
DC647857;August;bugs;App Crash;7,23;Product UX/UI
510CEB24;July;payments;Miscalculation of road toll;267,96;Product UX/UI
8634DAD7;August;onboarding;First Ride Guide;2,3;OPS Driver
1FBE0A0C;July;incentives;Bonus Eligibility;2,88;OPS Driver
5CA888BC;August;onboarding;ID Verification;6,56;OPS Driver
F44A3706;July;payments;Ride cancellation (CSI Only);80,03;CSI
7962C7DE;December;payments;Campaign;263,86;OPS Driver
F7D9FABD;December;general questions;App Navigation;0,5;OPS Driver
A3D8D960;November;payments;Campaign;100,81;OPS Driver
C096DE29;August;onboarding;First Ride Guide;6,38;OPS Driver
C76F4C99;December;payments;Campaign;17,3;OPS Driver
2BD0C8F5;August;general questions;App Navigation;1,02;OPS Driver
21DEA7E0;November;general questions;Referral Program;2,56;OPS Driver
E890A16F;July;general questions;Referral Program;1,25;OPS Driver
EDD6C88B;July;payments;Ride cancellation (CSI Only);97,42;CSI
0268E1DD;October;onboarding;ID Verification;6,59;OPS Driver
CDA26DEA;December;others;Miscellaneous;7,44;OPS Driver
D756DDCE;December;payments;Campaign;117,03;OPS Driver
6CBADB6F;July;onboarding;First Ride Guide;1,49;OPS Driver
8BCBDD48;July;onboarding;App Download;2,11;OPS Driver
F291DDF6;August;onboarding;App Download;0,61;OPS Driver
3F25C795;November;payments;Campaign;108,8;OPS Driver
24C6C2B1;December;payments;Campaign;90,22;OPS Driver
BC0E38C7;October;card;Card Linking;5,43;OPS Driver
FD3FC377;September;onboarding;App Download;4,56;OPS Driver
7D480F9E;October;general questions;App Navigation;9,8;OPS Driver
9952655C;December;onboarding;ID Verification;7,96;OPS Driver
301DDDD5;October;card;Expired Card;6,47;OPS Driver
9A01D5D8;September;onboarding;First Ride Guide;7,29;OPS Driver
888EE739;September;others;Miscellaneous;7,92;OPS Driver
83F33C04;December;general questions;Terms of Service;6,99;OPS Driver
0C3F346C;October;onboarding;ID Verification;0,39;OPS Driver
CEDA84F5;November;payments;Campaign;42,79;OPS Driver
38D1353A;September;general questions;Terms of Service;1,88;OPS Driver
08E71F63;November;onboarding;App Download;1,88;OPS Driver
CB35F2C2;September;onboarding;ID Verification;7,75;OPS Driver
3D6E2EEE;September;onboarding;First Ride Guide;4,08;OPS Driver
51D3D895;December;payments;Bugs;88,7;Product UX/UI
4FEBD99C;October;feedbacks;Driver Compliment;0,7;OPS Driver
DF2D8980;July;others;Miscellaneous;7,35;OPS Driver
0761290D;September;others;Miscellaneous;1,67;OPS Driver
4CC6EF8A;August;onboarding;ID Verification;9,25;OPS Driver
BD83C5B7;October;onboarding;First Ride Guide;7,42;OPS Driver
888328C6;August;payments;Campaign;45,43;OPS Driver
215A3BB1;November;payments;Campaign;74,24;OPS Driver
FB9A737F;October;onboarding;ID Verification;3,73;OPS Driver
20985FB2;November;payments;Car Wash (UAU);94,99;UAU
243B2A88;July;general questions;Terms of Service;7,62;OPS Driver
77CFBD36;July;bugs;GPS Glitch;6,1;Product UX/UI
0CA20D9D;October;onboarding;ID Verification;6,97;OPS Driver
951BDACA;November;feedbacks;Suggestion;5,77;OPS Driver
97BD3ECA;November;onboarding;ID Verification;1,91;OPS Driver
F76264B8;December;onboarding;ID Verification;5,42;OPS Driver
383135D1;August;onboarding;First Ride Guide;2,61;OPS Driver
E90B6D5F;July;onboarding;First Ride Guide;5,81;OPS Driver
F72A9C85;October;payments;Campaign;48,67;OPS Driver
986A25BD;October;payments;Campaign;11,41;OPS Driver
E6B1B0B3;December;onboarding;ID Verification;5,63;OPS Driver
76E6A1D5;November;payments;Optimizer miscalculation;73,95;Product UX/UI
14BCB3F5;July;others;Miscellaneous;0,62;OPS Driver
302B54C2;September;general questions;Terms of Service;2,53;OPS Driver
6EB5A8F2;November;bugs;App Crash;7,17;Product UX/UI
6E7FFE64;December;payments;Campaign;121,33;OPS Driver
30207948;December;payments;Campaign;167,79;OPS Driver
BFA2CDCF;September;incentives;Promo Code Not Working;1,89;OPS Driver
189829A7;November;payments;Car Wash (UAU);80,04;UAU
7EB49B1A;September;payments;Campaign;154,96;OPS Driver
30350350;August;onboarding;First Ride Guide;3,91;OPS Driver
C03E4EA4;September;general questions;App Navigation;7,08;OPS Driver
AD45BBD6;November;onboarding;First Ride Guide;2,54;OPS Driver
352A4DDA;October;bugs;GPS Glitch;7,39;Product UX/UI
9B375CE3;September;onboarding;App Download;4,6;OPS Driver
47662BD2;December;onboarding;First Ride Guide;1,05;OPS Driver
1FBA3BBC;October;payments;Campaign;94,48;OPS Driver
FD1B7312;September;general questions;Terms of Service;8,41;OPS Driver
ACFBBA71;November;onboarding;App Download;6,23;OPS Driver
531B50A7;July;onboarding;First Ride Guide;1,0;OPS Driver
DC5A478F;September;incentives;Promo Code Not Working;9,9;OPS Driver
7E99D269;October;onboarding;ID Verification;7,36;OPS Driver
9B2F0F9C;October;others;Miscellaneous;1,29;OPS Driver
CD5A7F8E;November;others;Miscellaneous;2,87;OPS Driver
441F2641;July;onboarding;First Ride Guide;3,12;OPS Driver
114380B6;November;payments;Campaign;71,69;OPS Driver
F613D2C5;November;card;Card Linking;8,19;OPS Driver
0D3B4A86;November;onboarding;First Ride Guide;9,46;OPS Driver
3DB3F6EC;October;onboarding;App Download;5,56;OPS Driver
C52D80CA;November;card;Card Linking;1,97;OPS Driver
C6662CEC;December;card;Card Linking;1,78;OPS Driver
7792E2CE;December;payments;Campaign;29,74;OPS Driver
CC1EC607;October;onboarding;ID Verification;8,13;OPS Driver
E3479775;August;incentives;Bonus Eligibility;9,59;OPS Driver
1AFA4E32;December;payments;Campaign;58,89;OPS Driver
ADFA2828;October;payments;Optimizer miscalculation;23,27;Product UX/UI
D5563F2B;October;others;Miscellaneous;4,83;OPS Driver
53DD646F;October;incentives;Promo Code Not Working;0,59;OPS Driver
C45DDCA4;October;onboarding;First Ride Guide;2,09;OPS Driver
68A6E7E0;August;payments;Campaign;81,31;OPS Driver
3FBA2A4F;October;incentives;Bonus Eligibility;1,49;OPS Driver
BD00927F;September;feedbacks;Suggestion;5,98;OPS Driver
796458C8;September;onboarding;First Ride Guide;9,97;OPS Driver
F9EABE29;October;onboarding;ID Verification;5,27;OPS Driver
BBA47E62;September;card;Expired Card;4,58;OPS Driver
105BA3E5;August;payments;Campaign;82,75;OPS Driver
62E32ACD;September;others;Miscellaneous;6,66;OPS Driver
2C33D86E;December;payments;Campaign;163,55;OPS Driver
B5AA7743;December;payments;Not Validated PIN;17,2;Product UX/UI
2A20C092;October;onboarding;First Ride Guide;2,69;OPS Driver
8215C37B;November;payments;Miscalculation of road toll;32,25;Product UX/UI
DE2C3D8E;November;payments;Campaign;108,28;OPS Driver
5F0A8F03;November;onboarding;First Ride Guide;6,86;OPS Driver
2D9014A8;December;others;Miscellaneous;0,81;OPS Driver
A0C20D1F;August;onboarding;First Ride Guide;9,31;OPS Driver
CA46ABFC;August;feedbacks;Suggestion;2,87;OPS Driver
85D6635A;November;bugs;GPS Glitch;1,03;Product UX/UI
EAEAB532;November;payments;Campaign;119,76;OPS Driver
DB97ED79;October;bugs;App Crash;3,34;Product UX/UI
D533B8D8;August;card;Expired Card;1,1;OPS Driver
8CBCF8A3;December;payments;Campaign;115,09;OPS Driver
67437243;October;bugs;App Crash;0,88;Product UX/UI
C181BEEC;November;card;Card Linking;9,34;OPS Driver
92B57219;October;others;Miscellaneous;0,44;OPS Driver
18D25380;November;feedbacks;Driver Compliment;2,42;OPS Driver
241B6685;October;onboarding;First Ride Guide;2,52;OPS Driver
D34B1179;December;payments;Optimizer miscalculation;64,22;Product UX/UI
C0FBB78E;November;others;Miscellaneous;6,95;OPS Driver
F7D86348;October;card;Card Linking;1,96;OPS Driver
6B7809F1;July;card;Card Linking;2,15;OPS Driver
56D1DA38;August;general questions;App Navigation;8,88;OPS Driver
1A66F7CE;November;payments;Campaign;239,8;OPS Driver
0C661C38;September;card;Card Linking;5,28;OPS Driver
33D684DA;December;payments;Bugs;72,58;Product UX/UI
C9AD09F8;November;onboarding;ID Verification;0,28;OPS Driver
5F09DA00;December;payments;Campaign;120,49;OPS Driver
003E51FD;July;card;Card Linking;3,7;OPS Driver
5CBF5D57;October;onboarding;ID Verification;9,55;OPS Driver
70276391;August;onboarding;First Ride Guide;4,2;OPS Driver
80207937;December;payments;Campaign;93,82;OPS Driver
7E237247;July;payments;Campaign;140,72;OPS Driver
084E7CEF;November;card;Card Linking;7,88;OPS Driver
0289C74D;October;feedbacks;Driver Compliment;3,12;OPS Driver
A8BA600A;August;card;Expired Card;7,17;OPS Driver
6DBDFD3E;November;incentives;Bonus Eligibility;1,42;OPS Driver
35D21B12;October;onboarding;First Ride Guide;9,88;OPS Driver
DC6590CE;December;payments;Campaign;36,97;OPS Driver
3004D0C0;August;card;Expired Card;0,28;OPS Driver
DA3D344C;August;incentives;Bonus Eligibility;9,46;OPS Driver
FD4137D8;December;payments;Campaign;16,76;OPS Driver
59E5BC92;July;others;Miscellaneous;3,53;OPS Driver
7D32E212;December;payments;Campaign;71,28;OPS Driver
0B1081BD;October;payments;Campaign;92,91;OPS Driver
19C8E8E6;December;general questions;Terms of Service;6,33;OPS Driver
155C74D8;September;general questions;Referral Program;5,12;OPS Driver
BC62C98B;December;onboarding;First Ride Guide;5,49;OPS Driver
3606D5B3;September;onboarding;App Download;2,81;OPS Driver
290C1348;November;payments;Bugs;170,44;Product UX/UI
CA3B6A60;December;general questions;Referral Program;6,77;OPS Driver
04AD9E1D;October;general questions;Referral Program;0,73;OPS Driver
B2CFBF54;October;payments;Optimizer miscalculation;101,93;Product UX/UI
0E93DD41;September;onboarding;App Download;0,42;OPS Driver
C197A2F7;November;onboarding;First Ride Guide;9,59;OPS Driver
B283FB0D;September;payments;Improper collection of ride tax;37,33;Product UX/UI
0B85A446;December;payments;Campaign;22,76;OPS Driver
436C363B;November;payments;Campaign;59,77;OPS Driver
14B186DB;October;onboarding;First Ride Guide;7,05;OPS Driver
A6BE68C8;December;onboarding;ID Verification;3,13;OPS Driver
41CB1871;September;others;Miscellaneous;1,71;OPS Driver
313898EC;July;feedbacks;Driver Compliment;2,57;OPS Driver
3FF8D9BD;October;payments;Optimizer miscalculation;36,18;Product UX/UI
2075D487;August;card;Expired Card;2,17;OPS Driver
08415FBD;December;bugs;GPS Glitch;3,82;Product UX/UI
6850E3AF;August;onboarding;First Ride Guide;8,83;OPS Driver
731EEB7D;October;general questions;Terms of Service;4,29;OPS Driver
7E7AF3AF;October;payments;Campaign;37,0;OPS Driver
7EBFE27F;July;bugs;App Crash;9,07;Product UX/UI
5AA05FB9;December;card;Expired Card;3,21;OPS Driver
24C46329;September;general questions;App Navigation;6,32;OPS Driver
B913F178;November;general questions;Terms of Service;0,19;OPS Driver
4C9DAA9B;December;incentives;Bonus Eligibility;7,54;OPS Driver
E945786D;August;payments;Ride cancellation (CSI Only);52,95;CSI
A7FC3550;November;bugs;App Crash;9,77;Product UX/UI
194D292B;September;incentives;Promo Code Not Working;1,17;OPS Driver
27719E2C;September;bugs;App Crash;8,65;Product UX/UI
B3445EAD;September;payments;Not Validated PIN;5,61;Product UX/UI
B7685B10;September;payments;Campaign;3,65;OPS Driver
2E668C20;October;bugs;GPS Glitch;3,59;Product UX/UI
66B5C474;August;onboarding;First Ride Guide;8,99;OPS Driver
931A420B;October;general questions;Referral Program;4,91;OPS Driver
370FE0E1;September;card;Expired Card;7,01;OPS Driver
95C1472C;December;bugs;App Crash;0,54;Product UX/UI
D9E93FB8;November;card;Card Linking;8,24;OPS Driver
02895723;December;payments;Campaign;18,05;OPS Driver
95D9FBBB;November;onboarding;ID Verification;3,41;OPS Driver
FF07E4FA;December;payments;Campaign;48,67;OPS Driver
2222BF7A;December;payments;Campaign;17,81;OPS Driver
4ADFF047;November;onboarding;First Ride Guide;2,6;OPS Driver
62B5980A;August;general questions;App Navigation;3,71;OPS Driver
7874C339;August;bugs;App Crash;3,22;Product UX/UI
720D940E;October;payments;Campaign;38,12;OPS Driver
5A1BF010;July;payments;Campaign;46,25;OPS Driver
203DD0C8;August;general questions;App Navigation;9,47;OPS Driver
9F2F2600;July;general questions;App Navigation;1,83;OPS Driver
70202DA5;July;onboarding;First Ride Guide;6,44;OPS Driver
79E345D7;September;incentives;Promo Code Not Working;8,98;OPS Driver
139F8B09;October;payments;Optimizer miscalculation;85,96;Product UX/UI
7DDBBB76;September;general questions;Referral Program;8,51;OPS Driver
4986DAFA;December;bugs;GPS Glitch;4,74;Product UX/UI
2C2DD199;December;onboarding;App Download;4,87;OPS Driver
F7D093FB;August;onboarding;First Ride Guide;0,57;OPS Driver
20A2E4F3;October;card;Card Linking;8,72;OPS Driver
98222D25;December;payments;Campaign;57,16;OPS Driver
272B63C4;December;payments;Campaign;113,38;OPS Driver
362A663F;July;incentives;Bonus Eligibility;5,07;OPS Driver
E1FA957B;December;payments;Campaign;23,18;OPS Driver
6323ED53;September;onboarding;App Download;8,16;OPS Driver
089F8699;December;onboarding;ID Verification;9,33;OPS Driver
96C26098;July;bugs;GPS Glitch;6,43;Product UX/UI
49690476;October;payments;Others;44,01;OPS Driver
C354D553;October;general questions;Referral Program;4,99;OPS Driver
1EA4E3D2;July;onboarding;ID Verification;5,05;OPS Driver
1C7A9A52;July;feedbacks;Suggestion;7,69;OPS Driver
E2E458AE;December;onboarding;ID Verification;2,3;OPS Driver
5AFD43A5;October;card;Card Linking;6,64;OPS Driver
498FD786;August;bugs;App Crash;0,54;Product UX/UI
7FF5B386;December;incentives;Promo Code Not Working;3,1;OPS Driver
97E196EB;August;others;Miscellaneous;2,79;OPS Driver
4AC56717;November;general questions;Referral Program;8,12;OPS Driver
56D65F43;September;others;Miscellaneous;0,79;OPS Driver
F20393BF;August;onboarding;ID Verification;5,93;OPS Driver
2C11E157;August;incentives;Promo Code Not Working;2,04;OPS Driver
786F02CD;July;bugs;GPS Glitch;6,38;Product UX/UI
C2290EB9;August;card;Expired Card;1,61;OPS Driver
0170CF23;December;general questions;App Navigation;7,83;OPS Driver
0C1C05B8;December;payments;Campaign;59,53;OPS Driver
E13799EF;July;onboarding;ID Verification;8,26;OPS Driver
